"Notes"	"County"	"County Code"	"Sex"	"Sex Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Bullock County, AL"	"01011"	"Female"	"F"	"55-64 years"	"55-64"	0	3320	Unreliable
	"Bullock County, AL"	"01011"	"Male"	"M"	"55-64 years"	"55-64"	0	3856	Unreliable
	"Butler County, AL"	"01013"	"Female"	"F"	"35-44 years"	"35-44"	0	6370	Unreliable
	"Butler County, AL"	"01013"	"Female"	"F"	"85+ years"	"85+"	21	2016	1041.7
	"Butler County, AL"	"01013"	"Male"	"M"	"45-54 years"	"45-54"	0	5903	Unreliable
	"Butler County, AL"	"01013"	"Male"	"M"	"65-74 years"	"65-74"	12	4453	Unreliable
	"Calhoun County, AL"	"01015"	"Female"	"F"	"45-54 years"	"45-54"	16	40775	Unreliable
	"Calhoun County, AL"	"01015"	"Female"	"F"	"55-64 years"	"55-64"	16	41435	Unreliable
	"Calhoun County, AL"	"01015"	"Female"	"F"	"65-74 years"	"65-74"	29	28289	102.5
	"Calhoun County, AL"	"01015"	"Female"	"F"	"75-84 years"	"75-84"	56	17318	323.4
	"Calhoun County, AL"	"01015"	"Female"	"F"	"85+ years"	"85+"	51	6977	731.0
	"Calhoun County, AL"	"01015"	"Male"	"M"	"35-44 years"	"35-44"	0	34445	Unreliable
	"Calhoun County, AL"	"01015"	"Male"	"M"	"45-54 years"	"45-54"	10	38441	Unreliable
	"Calhoun County, AL"	"01015"	"Male"	"M"	"55-64 years"	"55-64"	13	37483	Unreliable
	"Calhoun County, AL"	"01015"	"Male"	"M"	"65-74 years"	"65-74"	32	23903	133.9
	"Calhoun County, AL"	"01015"	"Male"	"M"	"75-84 years"	"75-84"	43	11237	382.7
	"Calhoun County, AL"	"01015"	"Male"	"M"	"85+ years"	"85+"	19	2754	Unreliable
	"Chambers County, AL"	"01017"	"Female"	"F"	"65-74 years"	"65-74"	12	9441	Unreliable
	"Chambers County, AL"	"01017"	"Female"	"F"	"75-84 years"	"75-84"	26	5467	475.6
	"Chambers County, AL"	"01017"	"Female"	"F"	"85+ years"	"85+"	30	2873	1044.2
	"Chambers County, AL"	"01017"	"Male"	"M"	"55-64 years"	"55-64"	11	11377	Unreliable
	"Chambers County, AL"	"01017"	"Male"	"M"	"75-84 years"	"75-84"	17	3689	Unreliable
	"Cherokee County, AL"	"01019"	"Female"	"F"	"35-44 years"	"35-44"	0	7828	Unreliable
	"Cherokee County, AL"	"01019"	"Female"	"F"	"75-84 years"	"75-84"	19	4260	Unreliable
	"Cherokee County, AL"	"01019"	"Female"	"F"	"85+ years"	"85+"	12	1376	Unreliable
	"Cherokee County, AL"	"01019"	"Male"	"M"	"65-74 years"	"65-74"	10	7908	Unreliable
	"Cherokee County, AL"	"01019"	"Male"	"M"	"75-84 years"	"75-84"	15	3399	Unreliable
	"Cherokee County, AL"	"01019"	"Male"	"M"	"85+ years"	"85+"	10	707	Unreliable
	"Chilton County, AL"	"01021"	"Female"	"F"	"35-44 years"	"35-44"	0	14481	Unreliable
	"Chilton County, AL"	"01021"	"Female"	"F"	"75-84 years"	"75-84"	22	5615	391.8
	"Chilton County, AL"	"01021"	"Female"	"F"	"85+ years"	"85+"	34	2202	1544.1
	"Chilton County, AL"	"01021"	"Male"	"M"	"65-74 years"	"65-74"	15	9153	Unreliable
	"Chilton County, AL"	"01021"	"Male"	"M"	"75-84 years"	"75-84"	18	4294	Unreliable
	"Chilton County, AL"	"01021"	"Male"	"M"	"85+ years"	"85+"	10	1124	Unreliable
	"Choctaw County, AL"	"01023"	"Female"	"F"	"35-44 years"	"35-44"	0	4048	Unreliable
	"Choctaw County, AL"	"01023"	"Female"	"F"	"85+ years"	"85+"	10	1042	Unreliable
	"Choctaw County, AL"	"01023"	"Male"	"M"	"45-54 years"	"45-54"	0	4685	Unreliable
	"Clarke County, AL"	"01025"	"Female"	"F"	"35-44 years"	"35-44"	0	8311	Unreliable
	"Clarke County, AL"	"01025"	"Female"	"F"	"75-84 years"	"75-84"	15	4045	Unreliable
	"Clarke County, AL"	"01025"	"Female"	"F"	"85+ years"	"85+"	14	1735	Unreliable
	"Clarke County, AL"	"01025"	"Male"	"M"	"35-44 years"	"35-44"	0	7033	Unreliable
	"Clarke County, AL"	"01025"	"Male"	"M"	"75-84 years"	"75-84"	16	2967	Unreliable
	"Clay County, AL"	"01027"	"Female"	"F"	"35-44 years"	"35-44"	0	4192	Unreliable
	"Clay County, AL"	"01027"	"Female"	"F"	"45-54 years"	"45-54"	0	5037	Unreliable
	"Clay County, AL"	"01027"	"Female"	"F"	"85+ years"	"85+"	10	954	Unreliable
	"Cleburne County, AL"	"01029"	"Female"	"F"	"35-44 years"	"35-44"	0	4813	Unreliable
	"Cleburne County, AL"	"01029"	"Female"	"F"	"55-64 years"	"55-64"	0	5015	Unreliable
	"Cleburne County, AL"	"01029"	"Male"	"M"	"35-44 years"	"35-44"	0	4781	Unreliable
	"Cleburne County, AL"	"01029"	"Male"	"M"	"45-54 years"	"45-54"	0	5278	Unreliable
	"Coffee County, AL"	"01031"	"Female"	"F"	"65-74 years"	"65-74"	17	12000	Unreliable
	"Coffee County, AL"	"01031"	"Female"	"F"	"75-84 years"	"75-84"	30	7301	410.9
	"Coffee County, AL"	"01031"	"Female"	"F"	"85+ years"	"85+"	33	2912	1133.2
	"Coffee County, AL"	"01031"	"Male"	"M"	"65-74 years"	"65-74"	16	10592	Unreliable
	"Coffee County, AL"	"01031"	"Male"	"M"	"75-84 years"	"75-84"	16	5251	Unreliable
	"Coffee County, AL"	"01031"	"Male"	"M"	"85+ years"	"85+"	13	1355	Unreliable
	"Colbert County, AL"	"01033"	"Female"	"F"	"55-64 years"	"55-64"	12	19746	Unreliable
	"Colbert County, AL"	"01033"	"Female"	"F"	"65-74 years"	"65-74"	12	15253	Unreliable
	"Colbert County, AL"	"01033"	"Female"	"F"	"75-84 years"	"75-84"	30	9026	332.4
	"Colbert County, AL"	"01033"	"Female"	"F"	"85+ years"	"85+"	40	3877	1031.7
	"Colbert County, AL"	"01033"	"Male"	"M"	"65-74 years"	"65-74"	18	12587	Unreliable
	"Colbert County, AL"	"01033"	"Male"	"M"	"75-84 years"	"75-84"	24	6519	368.2
	"Colbert County, AL"	"01033"	"Male"	"M"	"85+ years"	"85+"	10	2223	Unreliable
	"Conecuh County, AL"	"01035"	"Female"	"F"	"35-44 years"	"35-44"	0	3851	Unreliable
	"Coosa County, AL"	"01037"	"Female"	"F"	"35-44 years"	"35-44"	0	3419	Unreliable
	"Coosa County, AL"	"01037"	"Male"	"M"	"35-44 years"	"35-44"	0	3329	Unreliable
	"Coosa County, AL"	"01037"	"Male"	"M"	"45-54 years"	"45-54"	0	4433	Unreliable
	"Covington County, AL"	"01039"	"Female"	"F"	"35-44 years"	"35-44"	0	11172	Unreliable
	"Covington County, AL"	"01039"	"Female"	"F"	"65-74 years"	"65-74"	15	10854	Unreliable
	"Covington County, AL"	"01039"	"Female"	"F"	"75-84 years"	"75-84"	30	6974	430.2
	"Covington County, AL"	"01039"	"Female"	"F"	"85+ years"	"85+"	48	3321	1445.3
	"Covington County, AL"	"01039"	"Male"	"M"	"35-44 years"	"35-44"	0	10678	Unreliable
	"Covington County, AL"	"01039"	"Male"	"M"	"75-84 years"	"75-84"	27	4948	545.7
	"Covington County, AL"	"01039"	"Male"	"M"	"85+ years"	"85+"	23	1411	1630.0
	"Crenshaw County, AL"	"01041"	"Female"	"F"	"35-44 years"	"35-44"	0	4428	Unreliable
	"Crenshaw County, AL"	"01041"	"Female"	"F"	"55-64 years"	"55-64"	0	4964	Unreliable
	"Cullman County, AL"	"01043"	"Female"	"F"	"65-74 years"	"65-74"	17	22100	Unreliable
	"Cullman County, AL"	"01043"	"Female"	"F"	"75-84 years"	"75-84"	40	12520	319.5
	"Cullman County, AL"	"01043"	"Female"	"F"	"85+ years"	"85+"	51	4534	1124.8
	"Cullman County, AL"	"01043"	"Male"	"M"	"45-54 years"	"45-54"	10	28763	Unreliable
	"Cullman County, AL"	"01043"	"Male"	"M"	"55-64 years"	"55-64"	11	26240	Unreliable
	"Cullman County, AL"	"01043"	"Male"	"M"	"65-74 years"	"65-74"	31	19029	162.9
	"Cullman County, AL"	"01043"	"Male"	"M"	"75-84 years"	"75-84"	31	9241	335.5
	"Cullman County, AL"	"01043"	"Male"	"M"	"85+ years"	"85+"	34	2158	1575.5
	"Dale County, AL"	"01045"	"Female"	"F"	"55-64 years"	"55-64"	10	15939	Unreliable
	"Dale County, AL"	"01045"	"Female"	"F"	"75-84 years"	"75-84"	21	6766	310.4
	"Dale County, AL"	"01045"	"Female"	"F"	"85+ years"	"85+"	18	2444	Unreliable
	"Dale County, AL"	"01045"	"Male"	"M"	"75-84 years"	"75-84"	10	4884	Unreliable
	"Dale County, AL"	"01045"	"Male"	"M"	"85+ years"	"85+"	13	1187	Unreliable
	"Dallas County, AL"	"01047"	"Female"	"F"	"65-74 years"	"65-74"	12	10211	Unreliable
	"Dallas County, AL"	"01047"	"Female"	"F"	"75-84 years"	"75-84"	22	6029	364.9
	"Dallas County, AL"	"01047"	"Female"	"F"	"85+ years"	"85+"	24	2659	902.6
	"Dallas County, AL"	"01047"	"Male"	"M"	"65-74 years"	"65-74"	20	8734	229.0
	"Dallas County, AL"	"01047"	"Male"	"M"	"75-84 years"	"75-84"	16	3754	Unreliable
	"DeKalb County, AL"	"01049"	"Female"	"F"	"35-44 years"	"35-44"	0	23367	Unreliable
	"DeKalb County, AL"	"01049"	"Female"	"F"	"65-74 years"	"65-74"	16	16817	Unreliable
	"DeKalb County, AL"	"01049"	"Female"	"F"	"75-84 years"	"75-84"	35	9590	365.0
	"DeKalb County, AL"	"01049"	"Female"	"F"	"85+ years"	"85+"	31	3690	840.1
	"DeKalb County, AL"	"01049"	"Male"	"M"	"35-44 years"	"35-44"	0	23785	Unreliable
	"DeKalb County, AL"	"01049"	"Male"	"M"	"65-74 years"	"65-74"	24	15173	158.2
	"DeKalb County, AL"	"01049"	"Male"	"M"	"75-84 years"	"75-84"	26	6972	372.9
	"DeKalb County, AL"	"01049"	"Male"	"M"	"85+ years"	"85+"	15	1626	Unreliable
	"Elmore County, AL"	"01051"	"Female"	"F"	"65-74 years"	"65-74"	17	17345	Unreliable
	"Elmore County, AL"	"01051"	"Female"	"F"	"75-84 years"	"75-84"	25	8525	293.3
	"Elmore County, AL"	"01051"	"Female"	"F"	"85+ years"	"85+"	34	3758	904.7
	"Elmore County, AL"	"01051"	"Male"	"M"	"65-74 years"	"65-74"	18	16161	Unreliable
	"Elmore County, AL"	"01051"	"Male"	"M"	"75-84 years"	"75-84"	22	6847	321.3
	"Elmore County, AL"	"01051"	"Male"	"M"	"85+ years"	"85+"	17	1626	Unreliable
	"Escambia County, AL"	"01053"	"Female"	"F"	"35-44 years"	"35-44"	0	11000	Unreliable
	"Escambia County, AL"	"01053"	"Female"	"F"	"65-74 years"	"65-74"	12	9634	Unreliable
	"Escambia County, AL"	"01053"	"Female"	"F"	"75-84 years"	"75-84"	18	5653	Unreliable
	"Escambia County, AL"	"01053"	"Female"	"F"	"85+ years"	"85+"	30	2229	1345.9
	"Escambia County, AL"	"01053"	"Male"	"M"	"35-44 years"	"35-44"	0	14169	Unreliable
	"Escambia County, AL"	"01053"	"Male"	"M"	"55-64 years"	"55-64"	15	11933	Unreliable
	"Escambia County, AL"	"01053"	"Male"	"M"	"65-74 years"	"65-74"	12	8221	Unreliable
	"Escambia County, AL"	"01053"	"Male"	"M"	"75-84 years"	"75-84"	13	3986	Unreliable
	"Etowah County, AL"	"01055"	"Female"	"F"	"55-64 years"	"55-64"	23	37471	61.4
	"Etowah County, AL"	"01055"	"Female"	"F"	"65-74 years"	"65-74"	20	27345	73.1
	"Etowah County, AL"	"01055"	"Female"	"F"	"75-84 years"	"75-84"	58	16090	360.5
	"Etowah County, AL"	"01055"	"Female"	"F"	"85+ years"	"85+"	71	6678	1063.2
	"Etowah County, AL"	"01055"	"Male"	"M"	"55-64 years"	"55-64"	22	34465	63.8
	"Etowah County, AL"	"01055"	"Male"	"M"	"65-74 years"	"65-74"	26	23281	111.7
	"Etowah County, AL"	"01055"	"Male"	"M"	"75-84 years"	"75-84"	39	10929	356.8
	"Etowah County, AL"	"01055"	"Male"	"M"	"85+ years"	"85+"	31	3020	1026.5
	"Fayette County, AL"	"01057"	"Female"	"F"	"55-64 years"	"55-64"	0	6222	Unreliable
	"Fayette County, AL"	"01057"	"Female"	"F"	"75-84 years"	"75-84"	15	2909	Unreliable
	"Fayette County, AL"	"01057"	"Female"	"F"	"85+ years"	"85+"	20	1086	1841.6
	"Fayette County, AL"	"01057"	"Male"	"M"	"35-44 years"	"35-44"	0	4906	Unreliable
	"Franklin County, AL"	"01059"	"Female"	"F"	"35-44 years"	"35-44"	0	10088	Unreliable
	"Franklin County, AL"	"01059"	"Female"	"F"	"75-84 years"	"75-84"	26	4605	564.6
	"Franklin County, AL"	"01059"	"Female"	"F"	"85+ years"	"85+"	34	1659	2049.4
	"Franklin County, AL"	"01059"	"Male"	"M"	"35-44 years"	"35-44"	0	10549	Unreliable
	"Franklin County, AL"	"01059"	"Male"	"M"	"65-74 years"	"65-74"	10	6650	Unreliable
	"Franklin County, AL"	"01059"	"Male"	"M"	"75-84 years"	"75-84"	17	3379	Unreliable
	"Franklin County, AL"	"01059"	"Male"	"M"	"85+ years"	"85+"	11	890	Unreliable
	"Geneva County, AL"	"01061"	"Female"	"F"	"75-84 years"	"75-84"	15	4529	Unreliable
	"Geneva County, AL"	"01061"	"Female"	"F"	"85+ years"	"85+"	29	1847	1570.1
	"Geneva County, AL"	"01061"	"Male"	"M"	"35-44 years"	"35-44"	0	7870	Unreliable
	"Geneva County, AL"	"01061"	"Male"	"M"	"65-74 years"	"65-74"	10	6884	Unreliable
	"Geneva County, AL"	"01061"	"Male"	"M"	"75-84 years"	"75-84"	15	3353	Unreliable
	"Greene County, AL"	"01063"	"Female"	"F"	"35-44 years"	"35-44"	0	2243	Unreliable
	"Greene County, AL"	"01063"	"Female"	"F"	"45-54 years"	"45-54"	0	3333	Unreliable
	"Greene County, AL"	"01063"	"Male"	"M"	"45-54 years"	"45-54"	0	2537	Unreliable
	"Hale County, AL"	"01065"	"Female"	"F"	"55-64 years"	"55-64"	0	5561	Unreliable
	"Hale County, AL"	"01065"	"Female"	"F"	"75-84 years"	"75-84"	10	2388	Unreliable
	"Hale County, AL"	"01065"	"Female"	"F"	"85+ years"	"85+"	10	1236	Unreliable
	"Hale County, AL"	"01065"	"Male"	"M"	"35-44 years"	"35-44"	0	3843	Unreliable
	"Henry County, AL"	"01067"	"Female"	"F"	"35-44 years"	"35-44"	0	5373	Unreliable
	"Henry County, AL"	"01067"	"Female"	"F"	"85+ years"	"85+"	11	1495	Unreliable
	"Houston County, AL"	"01069"	"Female"	"F"	"65-74 years"	"65-74"	24	25055	95.8
	"Houston County, AL"	"01069"	"Female"	"F"	"75-84 years"	"75-84"	47	14999	313.4
	"Houston County, AL"	"01069"	"Female"	"F"	"85+ years"	"85+"	43	6237	689.4
	"Houston County, AL"	"01069"	"Male"	"M"	"55-64 years"	"55-64"	19	31190	Unreliable
	"Houston County, AL"	"01069"	"Male"	"M"	"65-74 years"	"65-74"	23	21321	107.9
	"Houston County, AL"	"01069"	"Male"	"M"	"75-84 years"	"75-84"	27	10545	256.0
	"Houston County, AL"	"01069"	"Male"	"M"	"85+ years"	"85+"	28	2858	979.7
	"Jackson County, AL"	"01071"	"Female"	"F"	"35-44 years"	"35-44"	0	16931	Unreliable
	"Jackson County, AL"	"01071"	"Female"	"F"	"55-64 years"	"55-64"	10	19521	Unreliable
	"Jackson County, AL"	"01071"	"Female"	"F"	"65-74 years"	"65-74"	19	15244	Unreliable
	"Jackson County, AL"	"01071"	"Female"	"F"	"75-84 years"	"75-84"	35	8181	427.8
	"Jackson County, AL"	"01071"	"Female"	"F"	"85+ years"	"85+"	32	3158	1013.3
	"Jackson County, AL"	"01071"	"Male"	"M"	"55-64 years"	"55-64"	10	18466	Unreliable
	"Jackson County, AL"	"01071"	"Male"	"M"	"65-74 years"	"65-74"	23	13675	168.2
	"Jackson County, AL"	"01071"	"Male"	"M"	"75-84 years"	"75-84"	26	6087	427.1
	"Jackson County, AL"	"01071"	"Male"	"M"	"85+ years"	"85+"	16	1392	Unreliable
	"Jefferson County, AL"	"01073"	"Female"	"F"	"35-44 years"	"35-44"	12	216886	Unreliable
	"Jefferson County, AL"	"01073"	"Female"	"F"	"45-54 years"	"45-54"	46	233747	19.7
	"Jefferson County, AL"	"01073"	"Female"	"F"	"55-64 years"	"55-64"	120	232158	51.7
	"Jefferson County, AL"	"01073"	"Female"	"F"	"65-74 years"	"65-74"	143	139165	102.8
	"Jefferson County, AL"	"01073"	"Female"	"F"	"75-84 years"	"75-84"	358	88034	406.7
	"Jefferson County, AL"	"01073"	"Female"	"F"	"85+ years"	"85+"	597	46529	1283.1
	"Jefferson County, AL"	"01073"	"Male"	"M"	"35-44 years"	"35-44"	16	199508	Unreliable
	"Jefferson County, AL"	"01073"	"Male"	"M"	"45-54 years"	"45-54"	64	209271	30.6
	"Jefferson County, AL"	"01073"	"Male"	"M"	"55-64 years"	"55-64"	126	199345	63.2
	"Jefferson County, AL"	"01073"	"Male"	"M"	"65-74 years"	"65-74"	157	111241	141.1
	"Jefferson County, AL"	"01073"	"Male"	"M"	"75-84 years"	"75-84"	239	54143	441.4
	"Jefferson County, AL"	"01073"	"Male"	"M"	"85+ years"	"85+"	251	20527	1222.8
	"Lamar County, AL"	"01075"	"Female"	"F"	"35-44 years"	"35-44"	0	4424	Unreliable
	"Lamar County, AL"	"01075"	"Female"	"F"	"75-84 years"	"75-84"	18	2853	Unreliable
	"Lamar County, AL"	"01075"	"Female"	"F"	"85+ years"	"85+"	10	1044	Unreliable
	"Lauderdale County, AL"	"01077"	"Female"	"F"	"35-44 years"	"35-44"	0	27406	Unreliable
	"Lauderdale County, AL"	"01077"	"Female"	"F"	"55-64 years"	"55-64"	12	33229	Unreliable
	"Lauderdale County, AL"	"01077"	"Female"	"F"	"65-74 years"	"65-74"	26	25049	103.8
	"Lauderdale County, AL"	"01077"	"Female"	"F"	"75-84 years"	"75-84"	58	15655	370.5
	"Lauderdale County, AL"	"01077"	"Female"	"F"	"85+ years"	"85+"	79	6734	1173.2
	"Lauderdale County, AL"	"01077"	"Male"	"M"	"35-44 years"	"35-44"	0	25942	Unreliable
	"Lauderdale County, AL"	"01077"	"Male"	"M"	"45-54 years"	"45-54"	11	30062	Unreliable
	"Lauderdale County, AL"	"01077"	"Male"	"M"	"55-64 years"	"55-64"	14	30011	Unreliable
	"Lauderdale County, AL"	"01077"	"Male"	"M"	"65-74 years"	"65-74"	20	21535	92.9
	"Lauderdale County, AL"	"01077"	"Male"	"M"	"75-84 years"	"75-84"	50	10924	457.7
	"Lauderdale County, AL"	"01077"	"Male"	"M"	"85+ years"	"85+"	47	3068	1531.9
	"Lawrence County, AL"	"01079"	"Female"	"F"	"35-44 years"	"35-44"	0	10847	Unreliable
	"Lawrence County, AL"	"01079"	"Female"	"F"	"75-84 years"	"75-84"	27	4496	600.5
	"Lawrence County, AL"	"01079"	"Female"	"F"	"85+ years"	"85+"	27	1618	1668.7
	"Lawrence County, AL"	"01079"	"Male"	"M"	"55-64 years"	"55-64"	10	11053	Unreliable
	"Lawrence County, AL"	"01079"	"Male"	"M"	"65-74 years"	"65-74"	12	7974	Unreliable
	"Lawrence County, AL"	"01079"	"Male"	"M"	"75-84 years"	"75-84"	18	3521	Unreliable
	"Lee County, AL"	"01081"	"Female"	"F"	"55-64 years"	"55-64"	15	39309	Unreliable
	"Lee County, AL"	"01081"	"Female"	"F"	"65-74 years"	"65-74"	27	24154	111.8
	"Lee County, AL"	"01081"	"Female"	"F"	"75-84 years"	"75-84"	42	12232	343.4
	"Lee County, AL"	"01081"	"Female"	"F"	"85+ years"	"85+"	57	5204	1095.3
	"Lee County, AL"	"01081"	"Male"	"M"	"45-54 years"	"45-54"	10	43532	Unreliable
	"Lee County, AL"	"01081"	"Male"	"M"	"55-64 years"	"55-64"	15	35800	Unreliable
	"Lee County, AL"	"01081"	"Male"	"M"	"65-74 years"	"65-74"	23	21711	105.9
	"Lee County, AL"	"01081"	"Male"	"M"	"75-84 years"	"75-84"	33	9397	351.2
	"Lee County, AL"	"01081"	"Male"	"M"	"85+ years"	"85+"	20	2228	897.7
	"Limestone County, AL"	"01083"	"Female"	"F"	"55-64 years"	"55-64"	10	27798	Unreliable
	"Limestone County, AL"	"01083"	"Female"	"F"	"65-74 years"	"65-74"	12	19113	Unreliable
	"Limestone County, AL"	"01083"	"Female"	"F"	"75-84 years"	"75-84"	34	10102	336.6
	"Limestone County, AL"	"01083"	"Female"	"F"	"85+ years"	"85+"	60	3875	1548.4
	"Limestone County, AL"	"01083"	"Male"	"M"	"35-44 years"	"35-44"	0	32545	Unreliable
	"Limestone County, AL"	"01083"	"Male"	"M"	"65-74 years"	"65-74"	13	17204	Unreliable
	"Limestone County, AL"	"01083"	"Male"	"M"	"75-84 years"	"75-84"	33	7507	439.6
	"Limestone County, AL"	"01083"	"Male"	"M"	"85+ years"	"85+"	14	1784	Unreliable
	"Lowndes County, AL"	"01085"	"Female"	"F"	"35-44 years"	"35-44"	0	3103	Unreliable
	"Macon County, AL"	"01087"	"Female"	"F"	"85+ years"	"85+"	14	1506	Unreliable
	"Macon County, AL"	"01087"	"Male"	"M"	"35-44 years"	"35-44"	0	4405	Unreliable
	"Madison County, AL"	"01089"	"Female"	"F"	"45-54 years"	"45-54"	16	137490	Unreliable
	"Madison County, AL"	"01089"	"Female"	"F"	"55-64 years"	"55-64"	46	109997	41.8
	"Madison County, AL"	"01089"	"Female"	"F"	"65-74 years"	"65-74"	38	71113	53.4
	"Madison County, AL"	"01089"	"Female"	"F"	"75-84 years"	"75-84"	125	42060	297.2
	"Madison County, AL"	"01089"	"Female"	"F"	"85+ years"	"85+"	190	17133	1109.0
	"Madison County, AL"	"01089"	"Male"	"M"	"45-54 years"	"45-54"	24	132012	18.2
	"Madison County, AL"	"01089"	"Male"	"M"	"55-64 years"	"55-64"	50	104554	47.8
	"Madison County, AL"	"01089"	"Male"	"M"	"65-74 years"	"65-74"	54	59605	90.6
	"Madison County, AL"	"01089"	"Male"	"M"	"75-84 years"	"75-84"	97	31747	305.5
	"Madison County, AL"	"01089"	"Male"	"M"	"85+ years"	"85+"	70	8634	810.7
	"Marengo County, AL"	"01091"	"Female"	"F"	"75-84 years"	"75-84"	14	3421	Unreliable
	"Marengo County, AL"	"01091"	"Female"	"F"	"85+ years"	"85+"	18	1775	Unreliable
	"Marengo County, AL"	"01091"	"Male"	"M"	"35-44 years"	"35-44"	0	5441	Unreliable
	"Marengo County, AL"	"01091"	"Male"	"M"	"55-64 years"	"55-64"	10	6629	Unreliable
	"Marengo County, AL"	"01091"	"Male"	"M"	"75-84 years"	"75-84"	14	2382	Unreliable
	"Marion County, AL"	"01093"	"Female"	"F"	"35-44 years"	"35-44"	0	9296	Unreliable
	"Marion County, AL"	"01093"	"Female"	"F"	"75-84 years"	"75-84"	20	5381	371.7
	"Marion County, AL"	"01093"	"Female"	"F"	"85+ years"	"85+"	21	2180	963.3
	"Marion County, AL"	"01093"	"Male"	"M"	"35-44 years"	"35-44"	0	9476	Unreliable
	"Marion County, AL"	"01093"	"Male"	"M"	"45-54 years"	"45-54"	0	11181	Unreliable
	"Marion County, AL"	"01093"	"Male"	"M"	"75-84 years"	"75-84"	17	3887	Unreliable
	"Marshall County, AL"	"01095"	"Female"	"F"	"65-74 years"	"65-74"	32	23627	135.4
	"Marshall County, AL"	"01095"	"Female"	"F"	"75-84 years"	"75-84"	63	13832	455.5
	"Marshall County, AL"	"01095"	"Female"	"F"	"85+ years"	"85+"	83	5192	1598.6
	"Marshall County, AL"	"01095"	"Male"	"M"	"45-54 years"	"45-54"	13	31919	Unreliable
	"Marshall County, AL"	"01095"	"Male"	"M"	"65-74 years"	"65-74"	29	20350	142.5
	"Marshall County, AL"	"01095"	"Male"	"M"	"75-84 years"	"75-84"	41	9699	422.7
	"Marshall County, AL"	"01095"	"Male"	"M"	"85+ years"	"85+"	28	2259	1239.5
	"Mobile County, AL"	"01097"	"Female"	"F"	"45-54 years"	"45-54"	26	146850	17.7
	"Mobile County, AL"	"01097"	"Female"	"F"	"55-64 years"	"55-64"	47	138435	34.0
