"Notes"	"County"	"County Code"	"Sex"	"Sex Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Autauga County, AL"	"01001"	"Female"	"F"	"75-84 years"	"75-84"	23	5423	424.1
	"Autauga County, AL"	"01001"	"Female"	"F"	"85+ years"	"85+"	27	1950	1384.6
	"Autauga County, AL"	"01001"	"Male"	"M"	"75-84 years"	"75-84"	13	3769	Unreliable
	"Autauga County, AL"	"01001"	"Male"	"M"	"85+ years"	"85+"	10	707	Unreliable
	"Baldwin County, AL"	"01003"	"Female"	"F"	"45-54 years"	"45-54"	14	67237	Unreliable
	"Baldwin County, AL"	"01003"	"Female"	"F"	"55-64 years"	"55-64"	13	60988	Unreliable
	"Baldwin County, AL"	"01003"	"Female"	"F"	"65-74 years"	"65-74"	37	42701	86.6
	"Baldwin County, AL"	"01003"	"Female"	"F"	"75-84 years"	"75-84"	105	25110	418.2
	"Baldwin County, AL"	"01003"	"Female"	"F"	"85+ years"	"85+"	126	9552	1319.1
	"Baldwin County, AL"	"01003"	"Male"	"M"	"45-54 years"	"45-54"	17	62767	Unreliable
	"Baldwin County, AL"	"01003"	"Male"	"M"	"55-64 years"	"55-64"	21	55408	37.9
	"Baldwin County, AL"	"01003"	"Male"	"M"	"65-74 years"	"65-74"	35	40060	87.4
	"Baldwin County, AL"	"01003"	"Male"	"M"	"75-84 years"	"75-84"	88	20857	421.9
	"Baldwin County, AL"	"01003"	"Male"	"M"	"85+ years"	"85+"	66	5317	1241.3
	"Barbour County, AL"	"01005"	"Female"	"F"	"35-44 years"	"35-44"	0	8198	Unreliable
	"Barbour County, AL"	"01005"	"Female"	"F"	"55-64 years"	"55-64"	0	8955	Unreliable
	"Barbour County, AL"	"01005"	"Female"	"F"	"75-84 years"	"75-84"	10	3837	Unreliable
	"Barbour County, AL"	"01005"	"Female"	"F"	"85+ years"	"85+"	25	1617	1546.1
	"Barbour County, AL"	"01005"	"Male"	"M"	"35-44 years"	"35-44"	0	10937	Unreliable
	"Bibb County, AL"	"01007"	"Female"	"F"	"65-74 years"	"65-74"	14	4358	Unreliable
	"Bibb County, AL"	"01007"	"Female"	"F"	"75-84 years"	"75-84"	15	2776	Unreliable
	"Bibb County, AL"	"01007"	"Female"	"F"	"85+ years"	"85+"	12	987	Unreliable
	"Bibb County, AL"	"01007"	"Male"	"M"	"65-74 years"	"65-74"	10	3822	Unreliable
	"Blount County, AL"	"01009"	"Female"	"F"	"65-74 years"	"65-74"	12	12648	Unreliable
	"Blount County, AL"	"01009"	"Female"	"F"	"75-84 years"	"75-84"	38	7118	533.9
	"Blount County, AL"	"01009"	"Female"	"F"	"85+ years"	"85+"	40	2840	1408.5
	"Blount County, AL"	"01009"	"Male"	"M"	"35-44 years"	"35-44"	0	20775	Unreliable
	"Blount County, AL"	"01009"	"Male"	"M"	"65-74 years"	"65-74"	19	11475	Unreliable
	"Blount County, AL"	"01009"	"Male"	"M"	"75-84 years"	"75-84"	19	5164	Unreliable
	"Blount County, AL"	"01009"	"Male"	"M"	"85+ years"	"85+"	16	1137	Unreliable
	"Bullock County, AL"	"01011"	"Female"	"F"	"35-44 years"	"35-44"	0	2891	Unreliable
	"Bullock County, AL"	"01011"	"Male"	"M"	"35-44 years"	"35-44"	0	4186	Unreliable
	"Butler County, AL"	"01013"	"Female"	"F"	"75-84 years"	"75-84"	20	3805	525.6
	"Butler County, AL"	"01013"	"Female"	"F"	"85+ years"	"85+"	17	1812	Unreliable
	"Butler County, AL"	"01013"	"Male"	"M"	"35-44 years"	"35-44"	0	5571	Unreliable
	"Butler County, AL"	"01013"	"Male"	"M"	"45-54 years"	"45-54"	0	7293	Unreliable
	"Calhoun County, AL"	"01015"	"Female"	"F"	"45-54 years"	"45-54"	20	43734	45.7
	"Calhoun County, AL"	"01015"	"Female"	"F"	"55-64 years"	"55-64"	25	37457	66.7
	"Calhoun County, AL"	"01015"	"Female"	"F"	"65-74 years"	"65-74"	30	24964	120.2
	"Calhoun County, AL"	"01015"	"Female"	"F"	"75-84 years"	"75-84"	54	17660	305.8
	"Calhoun County, AL"	"01015"	"Female"	"F"	"85+ years"	"85+"	62	6376	972.4
	"Calhoun County, AL"	"01015"	"Male"	"M"	"55-64 years"	"55-64"	17	34188	Unreliable
	"Calhoun County, AL"	"01015"	"Male"	"M"	"65-74 years"	"65-74"	23	20756	110.8
	"Calhoun County, AL"	"01015"	"Male"	"M"	"75-84 years"	"75-84"	39	10489	371.8
	"Calhoun County, AL"	"01015"	"Male"	"M"	"85+ years"	"85+"	20	2267	882.2
	"Chambers County, AL"	"01017"	"Female"	"F"	"65-74 years"	"65-74"	17	8111	Unreliable
	"Chambers County, AL"	"01017"	"Female"	"F"	"75-84 years"	"75-84"	31	5807	533.8
	"Chambers County, AL"	"01017"	"Female"	"F"	"85+ years"	"85+"	64	2995	2136.9
	"Chambers County, AL"	"01017"	"Male"	"M"	"55-64 years"	"55-64"	15	10828	Unreliable
	"Chambers County, AL"	"01017"	"Male"	"M"	"65-74 years"	"65-74"	15	7036	Unreliable
	"Chambers County, AL"	"01017"	"Male"	"M"	"75-84 years"	"75-84"	19	3270	Unreliable
	"Chambers County, AL"	"01017"	"Male"	"M"	"85+ years"	"85+"	22	973	2261.0
	"Cherokee County, AL"	"01019"	"Female"	"F"	"35-44 years"	"35-44"	0	8238	Unreliable
	"Cherokee County, AL"	"01019"	"Female"	"F"	"45-54 years"	"45-54"	0	9975	Unreliable
	"Cherokee County, AL"	"01019"	"Female"	"F"	"65-74 years"	"65-74"	10	7025	Unreliable
	"Cherokee County, AL"	"01019"	"Female"	"F"	"75-84 years"	"75-84"	19	4014	Unreliable
	"Cherokee County, AL"	"01019"	"Female"	"F"	"85+ years"	"85+"	20	1357	1473.8
	"Cherokee County, AL"	"01019"	"Male"	"M"	"35-44 years"	"35-44"	0	8812	Unreliable
	"Cherokee County, AL"	"01019"	"Male"	"M"	"75-84 years"	"75-84"	15	2648	Unreliable
	"Chilton County, AL"	"01021"	"Female"	"F"	"75-84 years"	"75-84"	22	5356	410.8
	"Chilton County, AL"	"01021"	"Female"	"F"	"85+ years"	"85+"	21	2058	1020.4
	"Chilton County, AL"	"01021"	"Male"	"M"	"65-74 years"	"65-74"	10	8027	Unreliable
	"Chilton County, AL"	"01021"	"Male"	"M"	"75-84 years"	"75-84"	15	3761	Unreliable
	"Chilton County, AL"	"01021"	"Male"	"M"	"85+ years"	"85+"	10	821	Unreliable
	"Choctaw County, AL"	"01023"	"Female"	"F"	"35-44 years"	"35-44"	0	4677	Unreliable
	"Choctaw County, AL"	"01023"	"Female"	"F"	"75-84 years"	"75-84"	15	2494	Unreliable
	"Choctaw County, AL"	"01023"	"Female"	"F"	"85+ years"	"85+"	23	968	2376.0
	"Choctaw County, AL"	"01023"	"Male"	"M"	"35-44 years"	"35-44"	0	4203	Unreliable
	"Choctaw County, AL"	"01023"	"Male"	"M"	"55-64 years"	"55-64"	0	4696	Unreliable
	"Clarke County, AL"	"01025"	"Female"	"F"	"75-84 years"	"75-84"	15	3769	Unreliable
	"Clarke County, AL"	"01025"	"Female"	"F"	"85+ years"	"85+"	20	1741	1148.8
	"Clarke County, AL"	"01025"	"Male"	"M"	"35-44 years"	"35-44"	0	8007	Unreliable
	"Clarke County, AL"	"01025"	"Male"	"M"	"75-84 years"	"75-84"	22	2501	879.6
	"Clay County, AL"	"01027"	"Female"	"F"	"35-44 years"	"35-44"	0	4820	Unreliable
	"Clay County, AL"	"01027"	"Female"	"F"	"75-84 years"	"75-84"	11	2163	Unreliable
	"Clay County, AL"	"01027"	"Female"	"F"	"85+ years"	"85+"	13	1084	Unreliable
	"Clay County, AL"	"01027"	"Male"	"M"	"45-54 years"	"45-54"	0	5108	Unreliable
	"Cleburne County, AL"	"01029"	"Female"	"F"	"85+ years"	"85+"	10	862	Unreliable
	"Cleburne County, AL"	"01029"	"Male"	"M"	"35-44 years"	"35-44"	0	5198	Unreliable
	"Coffee County, AL"	"01031"	"Female"	"F"	"75-84 years"	"75-84"	21	7013	299.4
	"Coffee County, AL"	"01031"	"Female"	"F"	"85+ years"	"85+"	32	2775	1153.2
	"Coffee County, AL"	"01031"	"Male"	"M"	"75-84 years"	"75-84"	14	4635	Unreliable
	"Coffee County, AL"	"01031"	"Male"	"M"	"85+ years"	"85+"	16	1245	Unreliable
	"Colbert County, AL"	"01033"	"Female"	"F"	"65-74 years"	"65-74"	12	13964	Unreliable
	"Colbert County, AL"	"01033"	"Female"	"F"	"75-84 years"	"75-84"	38	9404	404.1
	"Colbert County, AL"	"01033"	"Female"	"F"	"85+ years"	"85+"	34	3641	933.8
	"Colbert County, AL"	"01033"	"Male"	"M"	"55-64 years"	"55-64"	11	16734	Unreliable
	"Colbert County, AL"	"01033"	"Male"	"M"	"65-74 years"	"65-74"	11	11426	Unreliable
	"Colbert County, AL"	"01033"	"Male"	"M"	"75-84 years"	"75-84"	26	6226	417.6
	"Conecuh County, AL"	"01035"	"Female"	"F"	"35-44 years"	"35-44"	0	4148	Unreliable
	"Conecuh County, AL"	"01035"	"Female"	"F"	"85+ years"	"85+"	14	744	Unreliable
	"Conecuh County, AL"	"01035"	"Male"	"M"	"35-44 years"	"35-44"	0	3710	Unreliable
	"Coosa County, AL"	"01037"	"Female"	"F"	"85+ years"	"85+"	10	579	Unreliable
	"Coosa County, AL"	"01037"	"Male"	"M"	"35-44 years"	"35-44"	0	3874	Unreliable
	"Coosa County, AL"	"01037"	"Male"	"M"	"75-84 years"	"75-84"	10	1283	Unreliable
	"Coosa County, AL"	"01037"	"Male"	"M"	"85+ years"	"85+"	0	354	Unreliable
	"Covington County, AL"	"01039"	"Female"	"F"	"65-74 years"	"65-74"	12	10076	Unreliable
	"Covington County, AL"	"01039"	"Female"	"F"	"75-84 years"	"75-84"	25	6616	377.9
	"Covington County, AL"	"01039"	"Female"	"F"	"85+ years"	"85+"	56	3258	1718.8
	"Covington County, AL"	"01039"	"Male"	"M"	"65-74 years"	"65-74"	13	8203	Unreliable
	"Covington County, AL"	"01039"	"Male"	"M"	"75-84 years"	"75-84"	20	4662	429.0
	"Covington County, AL"	"01039"	"Male"	"M"	"85+ years"	"85+"	16	1218	Unreliable
	"Crenshaw County, AL"	"01041"	"Female"	"F"	"55-64 years"	"55-64"	0	4636	Unreliable
	"Crenshaw County, AL"	"01041"	"Female"	"F"	"85+ years"	"85+"	15	1186	Unreliable
	"Crenshaw County, AL"	"01041"	"Male"	"M"	"45-54 years"	"45-54"	0	5125	Unreliable
	"Cullman County, AL"	"01043"	"Female"	"F"	"55-64 years"	"55-64"	11	25731	Unreliable
	"Cullman County, AL"	"01043"	"Female"	"F"	"65-74 years"	"65-74"	23	19047	120.8
	"Cullman County, AL"	"01043"	"Female"	"F"	"75-84 years"	"75-84"	50	12105	413.1
	"Cullman County, AL"	"01043"	"Female"	"F"	"85+ years"	"85+"	61	4278	1425.9
	"Cullman County, AL"	"01043"	"Male"	"M"	"45-54 years"	"45-54"	14	29289	Unreliable
	"Cullman County, AL"	"01043"	"Male"	"M"	"55-64 years"	"55-64"	14	24132	Unreliable
	"Cullman County, AL"	"01043"	"Male"	"M"	"65-74 years"	"65-74"	20	16099	124.2
	"Cullman County, AL"	"01043"	"Male"	"M"	"75-84 years"	"75-84"	33	8293	397.9
	"Cullman County, AL"	"01043"	"Male"	"M"	"85+ years"	"85+"	21	2031	1034.0
	"Dale County, AL"	"01045"	"Female"	"F"	"35-44 years"	"35-44"	0	15831	Unreliable
	"Dale County, AL"	"01045"	"Female"	"F"	"75-84 years"	"75-84"	21	6273	334.8
	"Dale County, AL"	"01045"	"Female"	"F"	"85+ years"	"85+"	21	2390	878.7
	"Dale County, AL"	"01045"	"Male"	"M"	"35-44 years"	"35-44"	0	15378	Unreliable
	"Dale County, AL"	"01045"	"Male"	"M"	"75-84 years"	"75-84"	12	4581	Unreliable
	"Dallas County, AL"	"01047"	"Female"	"F"	"45-54 years"	"45-54"	12	17708	Unreliable
	"Dallas County, AL"	"01047"	"Female"	"F"	"65-74 years"	"65-74"	14	9448	Unreliable
	"Dallas County, AL"	"01047"	"Female"	"F"	"75-84 years"	"75-84"	36	6220	578.8
	"Dallas County, AL"	"01047"	"Female"	"F"	"85+ years"	"85+"	42	2586	1624.1
	"Dallas County, AL"	"01047"	"Male"	"M"	"55-64 years"	"55-64"	12	12126	Unreliable
	"Dallas County, AL"	"01047"	"Male"	"M"	"65-74 years"	"65-74"	17	7610	Unreliable
	"Dallas County, AL"	"01047"	"Male"	"M"	"75-84 years"	"75-84"	14	3579	Unreliable
	"Dallas County, AL"	"01047"	"Male"	"M"	"85+ years"	"85+"	15	931	Unreliable
	"DeKalb County, AL"	"01049"	"Female"	"F"	"65-74 years"	"65-74"	12	14832	Unreliable
	"DeKalb County, AL"	"01049"	"Female"	"F"	"75-84 years"	"75-84"	35	9019	388.1
	"DeKalb County, AL"	"01049"	"Female"	"F"	"85+ years"	"85+"	38	3670	1035.4
	"DeKalb County, AL"	"01049"	"Male"	"M"	"65-74 years"	"65-74"	23	12874	178.7
	"DeKalb County, AL"	"01049"	"Male"	"M"	"75-84 years"	"75-84"	23	6366	361.3
	"DeKalb County, AL"	"01049"	"Male"	"M"	"85+ years"	"85+"	18	1398	Unreliable
	"Elmore County, AL"	"01051"	"Female"	"F"	"65-74 years"	"65-74"	15	13858	Unreliable
	"Elmore County, AL"	"01051"	"Female"	"F"	"75-84 years"	"75-84"	33	7682	429.6
	"Elmore County, AL"	"01051"	"Female"	"F"	"85+ years"	"85+"	39	3282	1188.3
	"Elmore County, AL"	"01051"	"Male"	"M"	"65-74 years"	"65-74"	13	12941	Unreliable
	"Elmore County, AL"	"01051"	"Male"	"M"	"75-84 years"	"75-84"	17	5740	Unreliable
	"Elmore County, AL"	"01051"	"Male"	"M"	"85+ years"	"85+"	17	1287	Unreliable
	"Escambia County, AL"	"01053"	"Female"	"F"	"75-84 years"	"75-84"	16	5327	Unreliable
	"Escambia County, AL"	"01053"	"Female"	"F"	"85+ years"	"85+"	21	2232	940.9
	"Escambia County, AL"	"01053"	"Male"	"M"	"75-84 years"	"75-84"	12	3652	Unreliable
	"Etowah County, AL"	"01055"	"Female"	"F"	"45-54 years"	"45-54"	12	38486	Unreliable
	"Etowah County, AL"	"01055"	"Female"	"F"	"55-64 years"	"55-64"	18	35087	Unreliable
	"Etowah County, AL"	"01055"	"Female"	"F"	"65-74 years"	"65-74"	29	24150	120.1
	"Etowah County, AL"	"01055"	"Female"	"F"	"75-84 years"	"75-84"	69	17263	399.7
	"Etowah County, AL"	"01055"	"Female"	"F"	"85+ years"	"85+"	96	6666	1440.1
	"Etowah County, AL"	"01055"	"Male"	"M"	"45-54 years"	"45-54"	15	36275	Unreliable
	"Etowah County, AL"	"01055"	"Male"	"M"	"55-64 years"	"55-64"	16	32578	Unreliable
	"Etowah County, AL"	"01055"	"Male"	"M"	"65-74 years"	"65-74"	25	19873	125.8
	"Etowah County, AL"	"01055"	"Male"	"M"	"75-84 years"	"75-84"	62	10923	567.6
	"Etowah County, AL"	"01055"	"Male"	"M"	"85+ years"	"85+"	35	2710	1291.5
	"Fayette County, AL"	"01057"	"Female"	"F"	"35-44 years"	"35-44"	0	5607	Unreliable
	"Fayette County, AL"	"01057"	"Female"	"F"	"75-84 years"	"75-84"	19	2998	Unreliable
	"Fayette County, AL"	"01057"	"Female"	"F"	"85+ years"	"85+"	30	1209	2481.4
	"Fayette County, AL"	"01057"	"Male"	"M"	"35-44 years"	"35-44"	0	5504	Unreliable
	"Fayette County, AL"	"01057"	"Male"	"M"	"75-84 years"	"75-84"	12	2036	Unreliable
	"Fayette County, AL"	"01057"	"Male"	"M"	"85+ years"	"85+"	10	453	Unreliable
	"Franklin County, AL"	"01059"	"Female"	"F"	"35-44 years"	"35-44"	0	10229	Unreliable
	"Franklin County, AL"	"01059"	"Female"	"F"	"65-74 years"	"65-74"	14	7310	Unreliable
	"Franklin County, AL"	"01059"	"Female"	"F"	"75-84 years"	"75-84"	36	4713	763.8
	"Franklin County, AL"	"01059"	"Female"	"F"	"85+ years"	"85+"	40	1609	2486.0
	"Franklin County, AL"	"01059"	"Male"	"M"	"35-44 years"	"35-44"	0	10774	Unreliable
	"Franklin County, AL"	"01059"	"Male"	"M"	"75-84 years"	"75-84"	13	3309	Unreliable
	"Geneva County, AL"	"01061"	"Female"	"F"	"75-84 years"	"75-84"	13	4413	Unreliable
	"Geneva County, AL"	"01061"	"Female"	"F"	"85+ years"	"85+"	20	1780	1123.6
	"Geneva County, AL"	"01061"	"Male"	"M"	"65-74 years"	"65-74"	10	5866	Unreliable
	"Geneva County, AL"	"01061"	"Male"	"M"	"75-84 years"	"75-84"	11	3086	Unreliable
	"Geneva County, AL"	"01061"	"Male"	"M"	"85+ years"	"85+"	13	737	Unreliable
	"Greene County, AL"	"01063"	"Male"	"M"	"35-44 years"	"35-44"	0	2201	Unreliable
	"Hale County, AL"	"01065"	"Female"	"F"	"35-44 years"	"35-44"	0	5240	Unreliable
	"Hale County, AL"	"01065"	"Male"	"M"	"35-44 years"	"35-44"	0	4541	Unreliable
	"Henry County, AL"	"01067"	"Female"	"F"	"35-44 years"	"35-44"	0	5509	Unreliable
	"Henry County, AL"	"01067"	"Female"	"F"	"85+ years"	"85+"	18	1503	Unreliable
	"Houston County, AL"	"01069"	"Female"	"F"	"55-64 years"	"55-64"	12	31461	Unreliable
	"Houston County, AL"	"01069"	"Female"	"F"	"65-74 years"	"65-74"	18	21064	Unreliable
	"Houston County, AL"	"01069"	"Female"	"F"	"75-84 years"	"75-84"	49	13606	360.1
	"Houston County, AL"	"01069"	"Female"	"F"	"85+ years"	"85+"	71	5554	1278.4
	"Houston County, AL"	"01069"	"Male"	"M"	"65-74 years"	"65-74"	22	17131	128.4
	"Houston County, AL"	"01069"	"Male"	"M"	"75-84 years"	"75-84"	41	9232	444.1
	"Houston County, AL"	"01069"	"Male"	"M"	"85+ years"	"85+"	32	2319	1379.9
	"Jackson County, AL"	"01071"	"Female"	"F"	"65-74 years"	"65-74"	11	13229	Unreliable
	"Jackson County, AL"	"01071"	"Female"	"F"	"75-84 years"	"75-84"	27	7420	363.9
	"Jackson County, AL"	"01071"	"Female"	"F"	"85+ years"	"85+"	32	2950	1084.7
	"Jackson County, AL"	"01071"	"Male"	"M"	"65-74 years"	"65-74"	16	12205	Unreliable
	"Jackson County, AL"	"01071"	"Male"	"M"	"75-84 years"	"75-84"	22	5216	421.8
	"Jackson County, AL"	"01071"	"Male"	"M"	"85+ years"	"85+"	15	1152	Unreliable
	"Jefferson County, AL"	"01073"	"Female"	"F"	"35-44 years"	"35-44"	24	224010	10.7
	"Jefferson County, AL"	"01073"	"Female"	"F"	"45-54 years"	"45-54"	71	256518	27.7
	"Jefferson County, AL"	"01073"	"Female"	"F"	"55-64 years"	"55-64"	95	200955	47.3
	"Jefferson County, AL"	"01073"	"Female"	"F"	"65-74 years"	"65-74"	146	122251	119.4
	"Jefferson County, AL"	"01073"	"Female"	"F"	"75-84 years"	"75-84"	420	95707	438.8
	"Jefferson County, AL"	"01073"	"Female"	"F"	"85+ years"	"85+"	634	42395	1495.5
	"Jefferson County, AL"	"01073"	"Male"	"M"	"35-44 years"	"35-44"	21	207856	10.1
	"Jefferson County, AL"	"01073"	"Male"	"M"	"45-54 years"	"45-54"	79	228366	34.6
	"Jefferson County, AL"	"01073"	"Male"	"M"	"55-64 years"	"55-64"	148	175703	84.2
	"Jefferson County, AL"	"01073"	"Male"	"M"	"65-74 years"	"65-74"	165	92380	178.6
	"Jefferson County, AL"	"01073"	"Male"	"M"	"75-84 years"	"75-84"	250	57292	436.4
	"Jefferson County, AL"	"01073"	"Male"	"M"	"85+ years"	"85+"	187	17790	1051.2
	"Lamar County, AL"	"01075"	"Female"	"F"	"85+ years"	"85+"	13	1082	Unreliable
	"Lauderdale County, AL"	"01077"	"Female"	"F"	"55-64 years"	"55-64"	18	30359	Unreliable
	"Lauderdale County, AL"	"01077"	"Female"	"F"	"65-74 years"	"65-74"	18	22111	Unreliable
	"Lauderdale County, AL"	"01077"	"Female"	"F"	"75-84 years"	"75-84"	59	14982	393.8
	"Lauderdale County, AL"	"01077"	"Female"	"F"	"85+ years"	"85+"	84	6535	1285.4
	"Lauderdale County, AL"	"01077"	"Male"	"M"	"55-64 years"	"55-64"	19	27724	Unreliable
	"Lauderdale County, AL"	"01077"	"Male"	"M"	"65-74 years"	"65-74"	22	18876	116.6
	"Lauderdale County, AL"	"01077"	"Male"	"M"	"75-84 years"	"75-84"	45	10160	442.9
	"Lauderdale County, AL"	"01077"	"Male"	"M"	"85+ years"	"85+"	21	2615	803.1
	"Lawrence County, AL"	"01079"	"Female"	"F"	"65-74 years"	"65-74"	10	7418	Unreliable
	"Lawrence County, AL"	"01079"	"Female"	"F"	"75-84 years"	"75-84"	26	4466	582.2
	"Lawrence County, AL"	"01079"	"Female"	"F"	"85+ years"	"85+"	29	1562	1856.6
	"Lawrence County, AL"	"01079"	"Male"	"M"	"55-64 years"	"55-64"	15	10522	Unreliable
	"Lawrence County, AL"	"01079"	"Male"	"M"	"75-84 years"	"75-84"	18	2986	Unreliable
	"Lee County, AL"	"01081"	"Female"	"F"	"45-54 years"	"45-54"	13	42061	Unreliable
	"Lee County, AL"	"01081"	"Female"	"F"	"55-64 years"	"55-64"	11	31699	Unreliable
	"Lee County, AL"	"01081"	"Female"	"F"	"65-74 years"	"65-74"	26	18616	139.7
	"Lee County, AL"	"01081"	"Female"	"F"	"75-84 years"	"75-84"	46	11007	417.9
	"Lee County, AL"	"01081"	"Female"	"F"	"85+ years"	"85+"	51	4408	1157.0
	"Lee County, AL"	"01081"	"Male"	"M"	"55-64 years"	"55-64"	13	29452	Unreliable
	"Lee County, AL"	"01081"	"Male"	"M"	"65-74 years"	"65-74"	24	16251	147.7
	"Lee County, AL"	"01081"	"Male"	"M"	"75-84 years"	"75-84"	29	7502	386.6
	"Lee County, AL"	"01081"	"Male"	"M"	"85+ years"	"85+"	18	1739	Unreliable
	"Limestone County, AL"	"01083"	"Female"	"F"	"55-64 years"	"55-64"	11	23347	Unreliable
	"Limestone County, AL"	"01083"	"Female"	"F"	"65-74 years"	"65-74"	13	14820	Unreliable
	"Limestone County, AL"	"01083"	"Female"	"F"	"75-84 years"	"75-84"	30	8583	349.5
	"Limestone County, AL"	"01083"	"Female"	"F"	"85+ years"	"85+"	52	3267	1591.7
	"Limestone County, AL"	"01083"	"Male"	"M"	"35-44 years"	"35-44"	0	31544	Unreliable
	"Limestone County, AL"	"01083"	"Male"	"M"	"55-64 years"	"55-64"	13	22742	Unreliable
	"Limestone County, AL"	"01083"	"Male"	"M"	"65-74 years"	"65-74"	12	13715	Unreliable
	"Limestone County, AL"	"01083"	"Male"	"M"	"75-84 years"	"75-84"	21	5961	352.3
	"Limestone County, AL"	"01083"	"Male"	"M"	"85+ years"	"85+"	18	1343	Unreliable
	"Lowndes County, AL"	"01085"	"Female"	"F"	"45-54 years"	"45-54"	0	5034	Unreliable
	"Lowndes County, AL"	"01085"	"Male"	"M"	"85+ years"	"85+"	0	272	Unreliable
	"Macon County, AL"	"01087"	"Female"	"F"	"35-44 years"	"35-44"	0	6390	Unreliable
	"Macon County, AL"	"01087"	"Female"	"F"	"85+ years"	"85+"	14	1325	Unreliable
	"Macon County, AL"	"01087"	"Male"	"M"	"85+ years"	"85+"	11	594	Unreliable
	"Madison County, AL"	"01089"	"Female"	"F"	"45-54 years"	"45-54"	12	128478	Unreliable
	"Madison County, AL"	"01089"	"Female"	"F"	"55-64 years"	"55-64"	19	90909	Unreliable
	"Madison County, AL"	"01089"	"Female"	"F"	"65-74 years"	"65-74"	41	60772	67.5
	"Madison County, AL"	"01089"	"Female"	"F"	"75-84 years"	"75-84"	133	36305	366.3
	"Madison County, AL"	"01089"	"Female"	"F"	"85+ years"	"85+"	156	13768	1133.1
	"Madison County, AL"	"01089"	"Male"	"M"	"45-54 years"	"45-54"	17	125860	Unreliable
	"Madison County, AL"	"01089"	"Male"	"M"	"55-64 years"	"55-64"	38	83857	45.3
	"Madison County, AL"	"01089"	"Male"	"M"	"65-74 years"	"65-74"	62	50559	122.6
	"Madison County, AL"	"01089"	"Male"	"M"	"75-84 years"	"75-84"	83	26300	315.6
	"Madison County, AL"	"01089"	"Male"	"M"	"85+ years"	"85+"	62	6615	937.3
	"Marengo County, AL"	"01091"	"Female"	"F"	"75-84 years"	"75-84"	17	3410	Unreliable
	"Marengo County, AL"	"01091"	"Female"	"F"	"85+ years"	"85+"	13	1610	Unreliable
	"Marengo County, AL"	"01091"	"Male"	"M"	"65-74 years"	"65-74"	14	4219	Unreliable
	"Marengo County, AL"	"01091"	"Male"	"M"	"75-84 years"	"75-84"	11	2200	Unreliable
	"Marion County, AL"	"01093"	"Female"	"F"	"35-44 years"	"35-44"	0	10381	Unreliable
	"Marion County, AL"	"01093"	"Female"	"F"	"65-74 years"	"65-74"	15	8484	Unreliable
	"Marion County, AL"	"01093"	"Female"	"F"	"75-84 years"	"75-84"	25	4973	502.7
	"Marion County, AL"	"01093"	"Female"	"F"	"85+ years"	"85+"	39	2363	1650.4
	"Marion County, AL"	"01093"	"Male"	"M"	"75-84 years"	"75-84"	21	3531	594.7
	"Marshall County, AL"	"01095"	"Female"	"F"	"65-74 years"	"65-74"	25	20433	122.4
	"Marshall County, AL"	"01095"	"Female"	"F"	"75-84 years"	"75-84"	66	12819	514.9
	"Marshall County, AL"	"01095"	"Female"	"F"	"85+ years"	"85+"	81	5022	1612.9
	"Marshall County, AL"	"01095"	"Male"	"M"	"65-74 years"	"65-74"	31	17365	178.5
	"Marshall County, AL"	"01095"	"Male"	"M"	"75-84 years"	"75-84"	51	8850	576.3
	"Marshall County, AL"	"01095"	"Male"	"M"	"85+ years"	"85+"	25	1786	1399.8
	"Mobile County, AL"	"01097"	"Female"	"F"	"35-44 years"	"35-44"	17	136343	Unreliable
	"Mobile County, AL"	"01097"	"Female"	"F"	"45-54 years"	"45-54"	31	155348	20.0
	"Mobile County, AL"	"01097"	"Female"	"F"	"55-64 years"	"55-64"	51	122903	41.5
	"Mobile County, AL"	"01097"	"Female"	"F"	"65-74 years"	"65-74"	92	78066	117.8
	"Mobile County, AL"	"01097"	"Female"	"F"	"75-84 years"	"75-84"	207	52171	396.8
	"Mobile County, AL"	"01097"	"Female"	"F"	"85+ years"	"85+"	247	21172	1166.6
	"Mobile County, AL"	"01097"	"Male"	"M"	"35-44 years"	"35-44"	11	126102	Unreliable
	"Mobile County, AL"	"01097"	"Male"	"M"	"45-54 years"	"45-54"	43	143581	29.9
	"Mobile County, AL"	"01097"	"Male"	"M"	"55-64 years"	"55-64"	73	112653	64.8
	"Mobile County, AL"	"01097"	"Male"	"M"	"65-74 years"	"65-74"	105	63731	164.8
	"Mobile County, AL"	"01097"	"Male"	"M"	"75-84 years"	"75-84"	146	33142	440.5
	"Mobile County, AL"	"01097"	"Male"	"M"	"85+ years"	"85+"	97	8870	1093.6
	"Monroe County, AL"	"01099"	"Female"	"F"	"35-44 years"	"35-44"	0	7945	Unreliable
	"Monroe County, AL"	"01099"	"Female"	"F"	"45-54 years"	"45-54"	0	8855	Unreliable
	"Monroe County, AL"	"01099"	"Female"	"F"	"65-74 years"	"65-74"	12	5131	Unreliable
	"Monroe County, AL"	"01099"	"Female"	"F"	"75-84 years"	"75-84"	11	3465	Unreliable
	"Monroe County, AL"	"01099"	"Female"	"F"	"85+ years"	"85+"	15	1562	Unreliable
	"Monroe County, AL"	"01099"	"Male"	"M"	"35-44 years"	"35-44"	0	6811	Unreliable
	"Monroe County, AL"	"01099"	"Male"	"M"	"65-74 years"	"65-74"	11	4348	Unreliable
